team,opponent,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,penalty_minutes,home,win,loss,goal_diff,xg_diff
mexico,germany,2,3,3.3837,2.9469000000000003,28,24,28,1,0,1,-1,0.43679999999999986
canada,guatemala,4,1,2.2470999999999997,1.8911,23,20,8,1,1,0,3,0.35599999999999965
singapore,rwanda,5,6,7.411099999999999,6.4452,55,59,36,1,0,1,-1,0.9658999999999995
vietnam,netherlands,1,4,2.1109999999999998,3.198,22,27,14,1,0,1,-3,-1.0870000000000002
india,serbia,2,1,4.1005,2.4637,47,25,6,1,1,0,1,1.6368000000000005
uk,philippines,3,2,2.3607,2.0549,18,20,12,1,1,0,1,0.30580000000000007
kazakhstan,switzerland,3,1,2.3332,1.9544,23,17,16,1,1,0,2,0.37880000000000025
brazil,panama,4,3,3.0473,3.0141,27,29,18,1,1,0,1,0.033199999999999896
netherlands,china,6,1,3.1838,2.7880000000000003,30,28,10,1,1,0,5,0.39579999999999993
new_zealand,saudi_arabia,1,3,3.9095,1.9491,30,18,12,1,0,1,-2,1.9604
singapore,china,2,3,3.4125,3.4174,35,28,20,1,0,1,-1,-0.0049000000000001265
brazil,rwanda,4,1,2.9771,1.1681,23,15,4,1,1,0,3,1.8090000000000002
canada,serbia,5,4,4.0568,3.7615,35,33,16,1,1,0,1,0.2953000000000001
kazakhstan,panama,1,2,1.9118,1.8424,19,16,14,1,0,1,-1,0.0693999999999999
ethiopia,pakistan,5,6,2.8266,3.6924,25,36,17,1,0,1,-1,-0.8658000000000001
thailand,guatemala,3,4,4.1783,4.0999,38,43,16,1,0,1,-1,0.07840000000000025
morocco,oman,4,5,3.0754,2.3449,23,22,16,1,0,1,-1,0.7305000000000001
india,uae,5,4,2.3958,2.5026,25,24,8,1,1,0,1,-0.10680000000000023
peru,switzerland,0,1,3.3185000000000002,2.5678,29,23,16,1,0,1,-1,0.7507000000000001
vietnam,brazil,1,7,2.0888999999999998,4.9276,24,29,22,1,0,1,-6,-2.8387000000000002
indonesia,iceland,0,4,1.4853,2.3784,16,21,14,1,0,1,-4,-0.8931
usa,mongolia,3,2,3.9732000000000003,2.9172,33,33,12,1,1,0,1,1.0560000000000005
philippines,uk,2,1,2.1335,3.0111,21,26,6,1,1,0,1,-0.8775999999999997
mexico,vietnam,1,2,4.1071,2.6832000000000003,36,27,20,1,0,1,-1,1.4238999999999997
south_korea,france,4,1,2.4674,1.5459,23,14,14,1,1,0,3,0.9215
germany,netherlands,2,4,2.9147,2.7119999999999997,24,25,16,1,0,1,-2,0.2027000000000001
vietnam,thailand,5,6,2.2009,3.8523,25,28,18,1,0,1,-1,-1.6514000000000002
serbia,france,4,5,2.7007,3.6205999999999996,24,30,14,1,0,1,-1,-0.9198999999999997
ethiopia,philippines,2,1,2.7222,2.8074000000000003,24,29,14,1,1,0,1,-0.08520000000000039
brazil,saudi_arabia,3,0,3.1353,1.7207000000000001,21,18,12,1,1,0,3,1.4145999999999999
uae,canada,2,1,2.8978,3.1845,28,33,6,1,1,0,1,-0.28669999999999973
peru,iceland,3,2,2.8598,2.4264,29,19,14,1,1,0,1,0.4333999999999998
uae,oman,2,3,3.0587999999999997,2.2084,20,22,6,1,0,1,-1,0.8503999999999996
pakistan,india,0,1,3.1917,3.4662,30,29,18,1,0,1,-1,-0.2745000000000002
germany,new_zealand,3,0,2.5451,2.3029,22,21,4,1,1,0,3,0.24219999999999997
rwanda,mexico,4,3,2.7645,3.4359,29,34,14,1,1,0,1,-0.6714000000000002
indonesia,usa,3,5,2.7986,4.2818,25,31,18,1,0,1,-2,-1.4831999999999996
morocco,singapore,2,4,3.3062,2.8292,30,33,8,1,0,1,-2,0.47699999999999987
guatemala,canada,1,2,2.585,3.6585,28,35,24,1,0,1,-1,-1.0735000000000001
uk,kazakhstan,3,2,2.8355,2.7060999999999997,23,25,6,1,1,0,1,0.1294000000000004
switzerland,mongolia,3,1,2.8033,2.2486,28,31,8,1,1,0,2,0.5547
philippines,mongolia,3,2,2.8973,2.1706,26,25,14,1,1,0,1,0.7267000000000001
netherlands,china,1,0,1.4619,1.2687,16,14,4,1,1,0,1,0.19320000000000004
serbia,morocco,5,6,3.9880999999999998,5.2991,40,46,26,1,0,1,-1,-1.3110000000000004
mongolia,china,0,1,1.7164000000000001,2.1395,24,19,17,1,0,1,-1,-0.4230999999999998
south_korea,iceland,2,3,3.6259,2.5084,33,23,18,1,0,1,-1,1.1175000000000002
indonesia,india,1,3,2.4131,2.4932999999999996,26,22,18,1,0,1,-2,-0.0801999999999996
saudi_arabia,uae,4,2,2.6553,2.3281,24,19,16,1,1,0,2,0.32719999999999994
france,rwanda,4,1,5.2141,1.8836,32,18,8,1,1,0,3,3.3305000000000002
philippines,new_zealand,4,0,2.0384,2.3037,19,25,6,1,1,0,4,-0.26529999999999987
pakistan,uk,2,5,3.8594,2.7187,33,21,16,1,0,1,-3,1.1406999999999998
ethiopia,singapore,2,3,2.4446000000000003,2.936,20,27,8,1,0,1,-1,-0.4913999999999996
guatemala,switzerland,2,1,2.9989,2.1036,34,31,16,1,1,0,1,0.8952999999999998
brazil,panama,3,1,3.6778,3.6327,28,34,16,1,1,0,2,0.04510000000000014
guatemala,kazakhstan,0,3,1.8121,1.9962,17,25,12,1,0,1,-3,-0.18409999999999993
canada,vietnam,2,0,1.9445000000000001,1.5082,17,14,6,1,1,0,2,0.43630000000000013
mexico,thailand,3,6,4.1271,2.5295,38,24,10,1,0,1,-3,1.5976000000000004
usa,switzerland,0,4,1.8855,2.7128,17,23,20,1,0,1,-4,-0.8273000000000001
germany,peru,2,5,2.8729999999999998,3.4581999999999997,24,27,12,1,0,1,-3,-0.5851999999999999
netherlands,oman,5,4,4.1356,2.4954,35,24,22,1,1,0,1,1.6402
singapore,uae,3,4,2.7787,2.3053,26,23,12,1,0,1,-1,0.47340000000000027
new_zealand,oman,2,1,2.5753,2.3516,23,22,8,1,1,0,1,0.2237
usa,switzerland,0,4,2.0348,2.4291,16,25,10,1,0,1,-4,-0.3942999999999999
panama,rwanda,1,2,2.9219,2.1125,23,22,6,1,0,1,-1,0.8094000000000001
philippines,vietnam,2,1,2.6328,2.5813,22,24,18,1,1,0,1,0.05149999999999988
kazakhstan,china,2,1,1.5777,3.3847,18,28,12,1,1,0,1,-1.807
canada,brazil,2,1,2.7008,2.7506,30,21,12,1,1,0,1,-0.049799999999999844
guatemala,peru,1,4,1.888,2.4624,21,26,8,1,0,1,-3,-0.5744000000000002
france,mexico,5,6,4.188,2.6575,37,26,8,1,0,1,-1,1.5304999999999995
indonesia,rwanda,4,2,4.0785,1.6078000000000001,33,16,8,1,1,0,2,2.4707
india,morocco,4,1,3.4656,2.5921,36,25,14,1,1,0,3,0.8734999999999999
uk,mongolia,4,1,3.2775,1.2763,26,15,6,1,1,0,3,2.0012
kazakhstan,rwanda,0,2,2.2687,2.1788,20,21,12,1,0,1,-2,0.08990000000000009
thailand,saudi_arabia,5,4,6.4496,2.4724,51,23,22,1,1,0,1,3.9772000000000003
morocco,ethiopia,5,4,4.7666,2.7741,40,27,10,1,1,0,1,1.9925000000000006
brazil,pakistan,1,2,1.814,2.144,14,24,12,1,0,1,-1,-0.33000000000000007
mexico,china,2,1,2.7664999999999997,1.1429,29,13,10,1,1,0,1,1.6235999999999997
guatemala,morocco,4,1,4.34,3.0091,43,40,8,1,1,0,3,1.3308999999999997
switzerland,serbia,3,4,2.206,2.9389,22,31,8,1,0,1,-1,-0.7328999999999999
usa,oman,3,8,3.6881000000000004,5.0234000000000005,30,40,22,1,0,1,-5,-1.3353000000000002
ethiopia,south_korea,2,3,2.9868,3.2136,27,35,6,1,0,1,-1,-0.2267999999999999
canada,panama,2,4,4.55,2.6,40,25,6,1,0,1,-2,1.9499999999999997
indonesia,uk,4,3,2.2914000000000003,4.4748,22,37,10,1,1,0,1,-2.1834
singapore,iceland,5,3,4.3191,2.0136,33,20,6,1,1,0,2,2.3055
germany,india,6,2,3.6652000000000005,2.4108,27,24,2,1,1,0,4,1.2544000000000004
saudi_arabia,oman,5,1,3.5814,1.7435,29,19,2,1,1,0,4,1.8378999999999999
france,new_zealand,3,1,3.9605,2.3095,31,20,16,1,1,0,2,1.6510000000000002
peru,philippines,1,0,2.8322000000000003,2.1,27,20,8,1,1,0,1,0.7322000000000002
uae,netherlands,2,1,1.1051,2.3891999999999998,11,25,6,1,1,0,1,-1.2840999999999998
mongolia,vietnam,2,5,3.2094,4.6482,24,34,20,1,0,1,-3,-1.4388
saudi_arabia,south_korea,0,4,1.9612,2.1038,17,23,8,1,0,1,-4,-0.14260000000000006
philippines,canada,4,1,2.1074,3.6194,20,33,12,1,1,0,3,-1.512
kazakhstan,mexico,6,2,3.363,1.6951,26,16,24,1,1,0,4,1.6679
vietnam,usa,4,3,3.332,2.598,27,22,12,1,1,0,1,0.734
netherlands,serbia,5,4,3.0741,3.096,32,28,10,1,1,0,1,-0.02190000000000003
oman,indonesia,3,4,3.1092,3.0843,27,28,22,1,0,1,-1,0.024900000000000144
iceland,france,5,3,2.3723,3.6208,21,30,18,1,1,0,2,-1.2485
uae,india,2,3,2.2268,3.8776,19,37,20,1,0,1,-1,-1.6508000000000003
china,uk,2,1,3.273,3.7620999999999998,27,32,6,1,1,0,1,-0.48909999999999965
singapore,morocco,3,0,3.013,2.1361,30,20,10,1,1,0,3,0.8769
brazil,mongolia,3,4,3.5622,2.4318,27,28,24,1,0,1,-1,1.1303999999999998
iceland,new_zealand,3,1,3.6492,2.3452,28,24,12,1,1,0,2,1.3039999999999998
thailand,panama,2,3,4.0449,2.5414,32,25,8,1,0,1,-1,1.5035000000000003
guatemala,pakistan,5,3,2.7389,3.2414,24,34,20,1,1,0,2,-0.5025
switzerland,germany,1,0,1.1199,2.3369,11,20,8,1,1,0,1,-1.217
ethiopia,peru,3,4,2.1561,4.8788,21,43,29,1,0,1,-1,-2.7227
thailand,rwanda,3,4,3.9330999999999996,1.3811,27,18,6,1,0,1,-1,2.5519999999999996
usa,guatemala,4,1,3.1534999999999997,4.7456000000000005,32,42,18,1,1,0,3,-1.5921000000000007
china,netherlands,2,4,2.565,2.6427,22,25,10,1,0,1,-2,-0.0777000000000001
usa,new_zealand,1,3,2.4616,3.6273,20,27,22,1,0,1,-2,-1.1657000000000002
china,canada,3,2,2.6029,2.5904,23,28,10,1,1,0,1,0.012500000000000178
peru,ethiopia,2,1,2.7524,2.0304,30,22,6,1,1,0,1,0.722
saudi_arabia,kazakhstan,0,4,1.5388,4.0371,14,38,17,1,0,1,-4,-2.4982999999999995
indonesia,uk,1,2,1.5237,2.8173,16,26,8,1,0,1,-1,-1.2935999999999999
mexico,netherlands,0,1,2.8828,2.1035,29,23,16,1,0,1,-1,0.7793000000000001
france,iceland,5,4,4.0299,2.5268,33,22,14,1,1,0,1,1.5030999999999994
germany,singapore,1,4,2.8602,3.5753,25,28,12,1,0,1,-3,-0.7151000000000001
south_korea,vietnam,5,6,3.9061,3.7825,32,32,16,1,0,1,-1,0.12359999999999971
morocco,india,1,2,3.9705,2.8177,37,31,16,1,0,1,-1,1.1528
india,switzerland,3,2,1.56,2.5818,20,29,14,1,1,0,1,-1.0217999999999998
switzerland,panama,4,0,3.6721,2.8890000000000002,32,24,10,1,1,0,4,0.7830999999999997
uae,pakistan,2,1,2.9021,2.3395,24,21,12,1,1,0,1,0.5625999999999998
serbia,mongolia,8,2,5.7791,1.6964,43,23,6,1,1,0,6,4.0827
oman,brazil,1,4,2.8995,3.5911999999999997,30,25,22,1,0,1,-3,-0.6916999999999995
saudi_arabia,switzerland,3,5,2.4341999999999997,2.875,23,29,16,1,0,1,-2,-0.4408000000000003
serbia,thailand,4,5,5.2412,4.0222999999999995,40,36,8,1,0,1,-1,1.2189000000000005
guatemala,germany,4,3,1.8538000000000001,3.5722,16,36,10,1,1,0,1,-1.7184
vietnam,morocco,4,2,3.4625,1.6991,28,15,6,1,1,0,2,1.7633999999999999
new_zealand,france,3,2,3.8001,3.4569,34,29,14,1,1,0,1,0.34319999999999995
rwanda,brazil,4,3,3.6885,3.6983,40,31,14,1,1,0,1,-0.009800000000000253
new_zealand,pakistan,2,1,3.2662,2.545,24,21,8,1,1,0,1,0.7212000000000001
uae,oman,2,3,3.5338,3.7125,29,35,18,1,0,1,-1,-0.17870000000000008
pakistan,philippines,1,2,2.332,1.4244,19,16,10,1,0,1,-1,0.9075999999999997
usa,indonesia,2,0,2.6893,2.6851,21,24,16,1,1,0,2,0.0041999999999999815
china,south_korea,3,0,2.6639,1.6721,20,21,4,1,1,0,3,0.9918
india,mongolia,0,3,2.6971,3.037,24,34,12,1,0,1,-3,-0.3399000000000001
ethiopia,mexico,4,1,2.8302,2.7478,28,30,12,1,1,0,3,0.08240000000000025
panama,peru,2,0,2.7584,2.0050999999999997,25,17,16,1,1,0,2,0.7533000000000003
iceland,canada,2,3,2.8234,4.1041,27,40,16,1,0,1,-1,-1.2807
singapore,kazakhstan,6,1,4.6337,2.5057,32,26,6,1,1,0,5,2.128
netherlands,uk,1,5,3.007,3.5442,24,32,10,1,0,1,-4,-0.5371999999999999
south_korea,uk,3,4,2.9661,3.3045,26,26,22,1,0,1,-1,-0.33840000000000003
serbia,brazil,4,5,3.7114000000000003,3.6724,41,33,14,1,0,1,-1,0.039000000000000146
rwanda,philippines,1,6,2.9821,2.6139,27,27,12,1,0,1,-5,0.36819999999999986
saudi_arabia,germany,1,3,2.0227,2.222,15,21,10,1,0,1,-2,-0.19930000000000003
china,new_zealand,4,1,3.6638,2.0007,22,23,8,1,1,0,3,1.6631
india,ethiopia,2,1,3.0036,1.5298,27,16,6,1,1,0,1,1.4738
pakistan,thailand,2,1,3.6099,3.2752,31,26,10,1,1,0,1,0.3347000000000002
usa,morocco,0,2,3.3074,2.1853000000000002,28,20,14,1,0,1,-2,1.1220999999999997
panama,netherlands,1,2,2.9263,2.787,25,24,14,1,0,1,-1,0.13929999999999998
oman,mexico,3,4,2.8158000000000003,1.5282,28,17,12,1,0,1,-1,1.2876000000000003
uae,uk,5,3,3.4067,2.8978,29,27,14,1,1,0,2,0.5088999999999997
germany,philippines,5,2,3.7561999999999998,2.2807,32,22,12,1,1,0,3,1.4754999999999998
indonesia,south_korea,7,1,3.2643999999999997,2.9536000000000002,34,26,18,1,1,0,6,0.3107999999999995
peru,guatemala,4,0,3.5223,2.583,35,25,10,1,1,0,4,0.9392999999999998
switzerland,iceland,3,2,2.2323,3.4017000000000004,27,30,14,1,1,0,1,-1.1694000000000004
mongolia,france,2,3,3.4827000000000004,2.5421,33,26,2,1,0,1,-1,0.9406000000000003
canada,singapore,6,2,3.3608000000000002,1.9881,32,21,12,1,1,0,4,1.3727000000000003
vietnam,kazakhstan,2,1,1.9889,2.4434,19,20,14,1,1,0,1,-0.4545000000000001
netherlands,thailand,7,3,2.3598000000000003,2.382,22,22,20,1,1,0,4,-0.022199999999999775
india,canada,1,2,2.2172,2.7878,21,27,14,1,0,1,-1,-0.5705999999999998
ethiopia,uae,1,2,3.0088,1.6193,25,19,6,1,0,1,-1,1.3895
iceland,oman,2,0,4.0595,2.8144,30,30,8,1,1,0,2,1.2450999999999999
serbia,peru,2,4,2.9132,2.7614,24,31,10,1,0,1,-2,0.1517999999999997
serbia,vietnam,5,1,3.8527,2.3941,28,25,14,1,1,0,4,1.4586000000000001
saudi_arabia,peru,1,2,1.7976999999999999,2.4471,16,24,10,1,0,1,-1,-0.6494
germany,mexico,3,2,3.7984999999999998,3.1894,34,28,10,1,1,0,1,0.6090999999999998
mongolia,philippines,1,4,1.8616,3.247,23,34,8,1,0,1,-3,-1.3854
switzerland,kazakhstan,3,4,2.7222,3.1463,27,31,16,1,0,1,-1,-0.42410000000000014
morocco,uk,6,1,4.7907,2.1109999999999998,39,24,2,1,1,0,5,2.6797000000000004
new_zealand,china,2,1,2.5462000000000002,2.5964,25,22,8,1,1,0,1,-0.0501999999999998
pakistan,brazil,5,2,4.4621,1.2171,35,10,18,1,1,0,3,3.245
usa,france,2,3,2.9157,2.9951,24,23,18,1,0,1,-1,-0.07939999999999969
rwanda,panama,0,1,2.9675000000000002,2.9416,27,28,18,1,0,1,-1,0.025900000000000034
brazil,guatemala,4,2,3.0253,4.2247,30,43,16,1,1,0,2,-1.1994000000000002
china,serbia,2,0,4.2433,1.9230999999999998,34,20,8,1,1,0,2,2.3202
rwanda,canada,2,3,2.1195,2.9664,20,27,12,1,0,1,-1,-0.8469000000000002
guatemala,pakistan,5,4,3.3120000000000003,4.6358,31,43,18,1,1,0,1,-1.3237999999999994
philippines,saudi_arabia,4,1,2.3699,1.4386,22,14,8,1,1,0,3,0.9312999999999998
morocco,usa,4,5,4.9608,3.0503,40,30,14,1,0,1,-1,1.9104999999999999
iceland,india,4,0,2.6577,2.7119999999999997,25,31,6,1,1,0,4,-0.05429999999999957
oman,singapore,3,2,4.3039,2.869,35,25,24,1,1,0,1,1.4348999999999994
france,panama,4,3,2.9508,3.3578,26,26,8,1,1,0,1,-0.40700000000000003
ethiopia,vietnam,4,2,3.9424,1.7635999999999998,31,19,6,1,1,0,2,2.1788000000000003
mexico,uk,3,0,3.5778,2.8763,29,26,10,1,1,0,3,0.7014999999999998
vietnam,mongolia,3,2,2.4981,2.5895,23,23,8,1,1,0,1,-0.09140000000000015
netherlands,indonesia,3,2,2.1159,1.8193,18,22,12,1,1,0,1,0.2966
new_zealand,germany,2,3,2.6682,1.6578,21,14,16,1,0,1,-1,1.0104000000000002
south_korea,thailand,4,5,3.5187,3.738,34,31,24,1,0,1,-1,-0.21930000000000005
uae,peru,2,3,3.6612999999999998,3.2478000000000002,34,39,6,1,0,1,-1,0.41349999999999953
mongolia,switzerland,2,3,2.3112,2.9052,25,30,22,1,0,1,-1,-0.5939999999999999
kazakhstan,brazil,1,2,2.0977,4.2753,23,30,14,1,0,1,-1,-2.1775999999999995
india,new_zealand,2,3,2.5811,3.8205,24,39,16,1,0,1,-1,-1.2393999999999998
switzerland,saudi_arabia,2,4,1.6595,3.0942,17,29,20,1,0,1,-2,-1.4346999999999999
usa,peru,3,4,2.3923,3.5166,21,35,14,1,0,1,-1,-1.1242999999999999
iceland,serbia,5,2,2.9987,2.3379,28,23,12,1,1,0,3,0.6608
usa,singapore,4,0,4.0328,2.2963,30,23,10,1,1,0,4,1.7365
germany,kazakhstan,3,0,2.5829,2.0595,19,21,10,1,1,0,3,0.5234000000000001
brazil,china,1,2,3.0359,1.835,28,17,14,1,0,1,-1,1.2008999999999999
rwanda,pakistan,4,1,2.6658999999999997,3.2637,27,25,22,1,1,0,3,-0.5978000000000003
uk,morocco,3,2,2.8002000000000002,2.0194,28,20,8,1,1,0,1,0.7808000000000002
guatemala,mexico,4,5,2.9989000000000003,3.8463000000000003,32,39,20,1,0,1,-1,-0.8473999999999999
france,oman,4,5,3.6225,2.6197999999999997,26,22,16,1,0,1,-1,1.0027000000000004
ethiopia,indonesia,4,3,4.251,3.1056,39,36,12,1,1,0,1,1.1454000000000004
netherlands,panama,4,3,2.7416,2.916,27,24,14,1,1,0,1,-0.1743999999999999
south_korea,canada,2,1,3.6684,2.6551,32,25,12,1,1,0,1,1.0133
singapore,vietnam,3,2,2.9788,2.8165,25,24,22,1,1,0,1,0.1623000000000001
thailand,kazakhstan,5,4,2.4251,1.9215,18,19,12,1,1,0,1,0.5036
mongolia,thailand,5,2,2.6329000000000002,2.4224,27,22,6,1,1,0,3,0.21050000000000013
uae,philippines,3,2,3.3239,3.0393,32,34,6,1,1,0,1,0.2846000000000002
peru,thailand,2,6,2.5493,3.3995,26,29,18,1,0,1,-4,-0.8502000000000001
usa,ethiopia,4,2,3.6361,2.162,32,21,14,1,1,0,2,1.4741
saudi_arabia,netherlands,2,0,1.8897,2.5414,19,21,22,1,1,0,2,-0.6517
india,oman,6,2,4.0516,2.7603,37,24,8,1,1,0,4,1.2912999999999997
serbia,iceland,4,0,3.7270000000000003,2.4978000000000002,35,23,18,1,1,0,4,1.2292
pakistan,canada,2,3,3.1345,4.6247,29,39,24,1,0,1,-1,-1.4901999999999997
uae,china,5,4,1.8647,4.1878,20,40,8,1,1,0,1,-2.3231
morocco,mexico,3,4,2.2076000000000002,2.3031,25,25,4,1,0,1,-1,-0.09549999999999992
indonesia,new_zealand,4,5,2.8807,3.5877,26,30,10,1,0,1,-1,-0.7069999999999999
canada,mexico,3,5,3.7547,2.7776,32,28,12,1,0,1,-2,0.9771000000000001
mongolia,indonesia,0,2,1.8524,1.8021,19,21,8,1,0,1,-2,0.05030000000000001
germany,rwanda,4,2,2.9439,2.8409,24,23,10,1,1,0,2,0.1030000000000002
panama,brazil,4,0,4.0459000000000005,2.0994,33,20,14,1,1,0,4,1.9465000000000003
vietnam,south_korea,2,4,2.3522,3.1703,22,26,20,1,0,1,-2,-0.8181000000000003
philippines,singapore,3,2,4.1925,3.8680000000000003,36,32,16,1,1,0,1,0.32449999999999957
guatemala,france,1,5,2.7814,2.0577,27,23,14,1,0,1,-4,0.7237
new_zealand,uk,1,2,2.6644,2.8385,24,20,12,1,0,1,-1,-0.1740999999999997
thailand,canada,10,3,4.4997,2.1323,38,22,14,1,1,0,7,2.3674
france,philippines,5,6,3.4209,4.8227,32,44,14,1,0,1,-1,-1.4018000000000002
panama,saudi_arabia,1,2,3.4268,2.5473,30,25,10,1,0,1,-1,0.8795000000000002
indonesia,uae,4,3,1.6115,3.2452,22,31,10,1,1,0,1,-1.6337000000000002
china,india,0,3,1.4894,3.4955,12,35,18,1,0,1,-3,-2.0061
morocco,iceland,2,3,3.0832,2.5144,34,27,14,1,0,1,-1,0.5688
serbia,ethiopia,5,4,4.1967,3.8931,34,36,22,1,1,0,1,0.30359999999999987
mexico,uae,4,0,3.1181,1.3422,30,16,6,1,1,0,4,1.7759
pakistan,netherlands,3,2,4.2292000000000005,5.3192,43,41,28,1,1,0,1,-1.0899999999999999
rwanda,usa,8,7,3.994,3.3715,34,27,15,1,1,0,1,0.6225
germany,brazil,3,4,2.129,4.7345,21,32,18,1,0,1,-1,-2.6054999999999997
switzerland,oman,3,4,3.9905000000000004,3.2165,35,28,12,1,0,1,-1,0.7740000000000005
uk,new_zealand,1,2,2.0299,3.0603,17,30,10,1,0,1,-1,-1.0303999999999998
indonesia,vietnam,0,3,3.0715,2.7328,26,24,8,1,0,1,-3,0.3386999999999998
guatemala,saudi_arabia,2,1,2.2497,2.8996,21,30,6,1,1,0,1,-0.6499000000000001
singapore,peru,0,3,2.8764000000000003,3.1418,22,29,10,1,0,1,-3,-0.26539999999999964
mongolia,kazakhstan,3,0,2.3697,1.5985,23,18,2,1,1,0,3,0.7711999999999999
guatemala,south_korea,2,4,2.9891,2.6535,25,30,18,1,0,1,-2,0.3355999999999999
usa,saudi_arabia,0,5,3.3733,2.8357,33,24,22,1,0,1,-5,0.5375999999999999
uae,thailand,4,3,1.6406,3.8182,18,32,22,1,1,0,1,-2.1776
mongolia,panama,3,4,2.9254,4.8449,32,37,18,1,0,1,-1,-1.9195000000000002
france,new_zealand,4,3,2.9106,2.1807,25,18,16,1,1,0,1,0.7299000000000002
rwanda,canada,1,5,2.1707,2.7934,21,24,14,1,0,1,-4,-0.6227
serbia,germany,5,1,4.8846,2.3539,36,23,6,1,1,0,4,2.5307
singapore,morocco,3,1,2.2392,2.4081,27,21,12,1,1,0,2,-0.16890000000000027
new_zealand,serbia,6,4,3.1903,2.9715,27,24,22,1,1,0,2,0.21880000000000033
guatemala,south_korea,5,2,5.1437,1.9337,35,27,13,1,1,0,3,3.21
brazil,pakistan,3,5,2.6283,3.4603,21,37,12,1,0,1,-2,-0.8320000000000003
india,china,2,0,1.9589,3.2239,22,27,14,1,1,0,2,-1.265
uk,ethiopia,5,6,4.572900000000001,3.3374,37,32,8,1,0,1,-1,1.2355000000000005
kazakhstan,philippines,1,0,1.492,1.7298,13,17,8,1,1,0,1,-0.2378
iceland,peru,1,4,1.5964,2.5273,15,27,14,1,0,1,-3,-0.9308999999999998
switzerland,netherlands,3,4,1.9068,2.4144,24,25,12,1,0,1,-1,-0.5076
indonesia,oman,2,4,3.3369,2.7134,32,24,14,1,0,1,-2,0.6234999999999999
thailand,mongolia,4,1,4.3575,1.4987,32,23,15,1,1,0,3,2.8588
saudi_arabia,south_korea,3,2,2.3015999999999996,1.4338,19,16,8,1,1,0,1,0.8677999999999997
thailand,ethiopia,2,4,2.9768000000000003,2.1217,25,21,18,1,0,1,-2,0.8551000000000002
canada,rwanda,3,4,4.4098,2.6328,36,26,14,1,0,1,-1,1.7769999999999997
switzerland,pakistan,4,3,2.4222,3.2808,21,30,16,1,1,0,1,-0.8586
panama,serbia,9,3,4.5136,2.6183,40,25,8,1,1,0,6,1.8953000000000002
iceland,uae,4,0,2.0888999999999998,1.1242,24,14,6,1,1,0,4,0.9646999999999997
india,indonesia,2,6,2.8398,5.2062,29,45,24,1,0,1,-4,-2.3664
morocco,brazil,2,3,3.4795,2.9789,38,25,12,1,0,1,-1,0.5005999999999999
singapore,germany,2,1,2.428,3.5427,22,25,19,1,1,0,1,-1.1147
ethiopia,kazakhstan,3,1,3.6328,2.2163,30,27,6,1,1,0,2,1.4165
oman,china,0,1,2.0825,1.55,19,15,8,1,0,1,-1,0.5325
new_zealand,vietnam,2,3,3.3582,1.8560999999999999,25,15,16,1,0,1,-1,1.5021000000000002
india,rwanda,2,1,2.1747,2.5636,19,25,8,1,1,0,1,-0.3889
guatemala,uk,3,2,1.7709000000000001,4.1006,18,35,14,1,1,0,1,-2.3297
philippines,france,5,1,3.9168,2.402,35,19,8,1,1,0,4,1.5147999999999997
mexico,peru,1,2,4.8976999999999995,3.061,39,36,10,1,0,1,-1,1.8366999999999996
rwanda,serbia,2,3,2.4951,2.699,25,25,18,1,0,1,-1,-0.20389999999999997
panama,saudi_arabia,3,2,3.6152,2.2068,30,19,10,1,1,0,1,1.4084000000000003
ethiopia,thailand,3,4,4.0641,2.7968,34,26,10,1,0,1,-1,1.2672999999999996
new_zealand,morocco,0,4,2.7891,1.9098,28,16,16,1,0,1,-4,0.8793
china,indonesia,1,2,2.9899,3.5980999999999996,24,38,14,1,0,1,-1,-0.6081999999999996
germany,pakistan,3,6,2.7345,3.7115,20,30,8,1,0,1,-3,-0.9769999999999999
peru,switzerland,3,2,2.4495,3.0,25,29,16,1,1,0,1,-0.5505
indonesia,pakistan,0,1,2.3975,3.4085,21,29,8,1,0,1,-1,-1.0110000000000001
oman,guatemala,4,5,3.5692000000000004,4.2315000000000005,33,36,18,1,0,1,-1,-0.6623000000000001
mexico,philippines,5,3,2.7998,2.3956,28,23,8,1,1,0,2,0.4041999999999999
france,usa,3,4,3.7546999999999997,3.5532000000000004,29,30,10,1,0,1,-1,0.20149999999999935
canada,mongolia,3,4,4.2341,2.0867,32,22,12,1,0,1,-1,2.1473999999999998
netherlands,india,1,0,1.0942,2.6010999999999997,10,29,16,1,1,0,1,-1.5068999999999997
iceland,kazakhstan,3,2,1.7092,2.6539,14,24,16,1,1,0,1,-0.9447000000000001
vietnam,brazil,4,1,4.5451999999999995,3.2944999999999998,37,22,12,1,1,0,3,1.2506999999999997
uk,uae,4,3,3.8118,2.6401,30,22,8,1,1,0,1,1.1717
south_korea,singapore,7,3,6.3542000000000005,2.468,45,22,16,1,1,0,4,3.8862000000000005
uae,usa,2,3,3.5459,1.7355,27,21,4,1,0,1,-1,1.8104
china,brazil,3,2,2.809,2.8869,27,25,6,1,1,0,1,-0.07789999999999964
thailand,south_korea,5,6,6.1415999999999995,4.8203,46,46,26,1,0,1,-1,1.3213
rwanda,vietnam,2,3,5.1494,2.267,44,22,18,1,0,1,-1,2.8824
ethiopia,new_zealand,2,0,2.5825,1.9415,18,21,12,1,1,0,2,0.641
